,aspergillus_flavus,aspergillus_nidulans,aspergillus_niger,blumeria_graminis,botrytis_cinerea,candida_albicans,coccidioides_posadasii,colletotrichum_higginsianum,cryptococcus_neoformans,saccharomyces_cerevisiae,schizosaccharomyces_pombe,trichoderma_reseei,verticillium_dahliae,yarrowia_lipolytica,zymoseptoria_tritici,fusarium_graminearum,trichophyton_rubrum,ustilago_maydis,fusarium_oxysporum,gaeumannomyces_graminis,grosmannia_clavigera,kluyveromyces_lactis,magnaporthe_oryzae,neurospora_crassa,pichia_membranifaciens,tuber_melanosporum
5,0.0208333333,0.045,0.0333333333,0.0588235294,0.0095238095,0.0843373494,0.0492063492,0.04,0.0357142857,0.0094339623,0.05625,0.0340425532,0.0679245283,0.0042553191,0.07,0,0.01,0.0111111111,0.0529411765,0.0368421053,0.0238095238,0.0078947368,0,0.012,0.0263157895,0.0724137931
6,0.0208333333,0.065,0.0333333333,0.0647058824,0.019047619,0.0879518072,0.0523809524,0.06,0.0357142857,0.0094339623,0.0645833333,0.0382978723,0.0773584906,0.0021276596,0.07,0,0.01,0.0079365079,0.0411764706,0.0368421053,0.0285714286,0.0078947368,0.0048780488,0.012,0.0263157895,0.075862069
7,0.0291666667,0.065,0.0333333333,0.0705882353,0.019047619,0.0963855422,0.0619047619,0.06,0.0357142857,0.0150943396,0.0729166667,0.0382978723,0.0754716981,0.0042553191,0.09,0,0.01,0.0079365079,0.0352941176,0.0421052632,0.026984127,0.0131578947,0.0048780488,0.012,0.0280701754,0.0793103448
8,0.0291666667,0.065,0.0388888889,0.0647058824,0.0142857143,0.0915662651,0.0698412698,0.06,0.0321428571,0.0113207547,0.0625,0.0340425532,0.0811320755,0.0063829787,0.09,0.0066666667,0.01,0.0079365079,0.0352941176,0.0421052632,0.0333333333,0.0078947368,0.0073170732,0.016,0.0210526316,0.0862068966
9,0.0291666667,0.065,0.0277777778,0.0352941176,0.019047619,0.0891566265,0.0555555556,0.04,0.025,0.0075471698,0.05,0.029787234,0.0811320755,0.0063829787,0.08,0.0066666667,0.01,0.0079365079,0.0352941176,0.0473684211,0.0380952381,0.0105263158,0.012195122,0.008,0.0228070175,0.0689655172
10,0.0375,0.085,0.0166666667,0.0352941176,0.019047619,0.0891566265,0.0587301587,0.02,0.0285714286,0.0132075472,0.05625,0.0340425532,0.0641509434,0.0085106383,0.07,0.0133333333,0.01,0.0063492063,0.0352941176,0.0421052632,0.0333333333,0.0078947368,0.0146341463,0.012,0.0228070175,0.0724137931
11,0.0375,0.105,0.0166666667,0.0411764706,0.019047619,0.0987951807,0.0634920635,0.02,0.0321428571,0.0150943396,0.05625,0.0340425532,0.0679245283,0.0085106383,0.07,0.0133333333,0.01,0.0079365079,0.0352941176,0.0368421053,0.0380952381,0.0105263158,0.0195121951,0.016,0.0263157895,0.0724137931
12,0.0333333333,0.105,0.0222222222,0.0470588235,0.019047619,0.1,0.0650793651,0.04,0.0285714286,0.0169811321,0.0645833333,0.0382978723,0.079245283,0.0085106383,0.06,0.0133333333,0.01,0.0063492063,0.0294117647,0.0421052632,0.0428571429,0.0105263158,0.0219512195,0.012,0.0245614035,0.0655172414
13,0.0333333333,0.09,0.0277777778,0.0705882353,0.019047619,0.1108433735,0.0666666667,0.04,0.0214285714,0.020754717,0.0729166667,0.0361702128,0.0849056604,0.0106382979,0.06,0.02,0.02,0.0063492063,0.0235294118,0.0421052632,0.046031746,0.0105263158,0.0219512195,0.016,0.0263157895,0.0724137931
14,0.0291666667,0.095,0.0388888889,0.0823529412,0.0238095238,0.1144578313,0.0746031746,0.04,0.0214285714,0.020754717,0.075,0.0382978723,0.0886792453,0.0127659574,0.06,0.02,0.01,0.0126984127,0.0176470588,0.0473684211,0.0523809524,0.0105263158,0.0341463415,0.02,0.0315789474,0.0896551724
15,0.0291666667,0.1,0.0388888889,0.1,0.0238095238,0.1228915663,0.0777777778,0.04,0.025,0.020754717,0.0854166667,0.0425531915,0.0905660377,0.0234042553,0.05,0.04,0.01,0.019047619,0.0058823529,0.0368421053,0.0587301587,0.0105263158,0.0365853659,0.02,0.0368421053,0.0827586207
16,0.0333333333,0.095,0.0444444444,0.1176470588,0.0142857143,0.1361445783,0.080952381,0.04,0.0214285714,0.0245283019,0.1020833333,0.0404255319,0.0886792453,0.0276595745,0.04,0.04,0.01,0.0253968254,0.0058823529,0.0421052632,0.0650793651,0.0105263158,0.0463414634,0.028,0.050877193,0.0896551724
17,0.025,0.1,0.05,0.1117647059,0.0142857143,0.1554216867,0.0793650794,0.04,0.0214285714,0.0264150943,0.125,0.0489361702,0.0981132075,0.0319148936,0.03,0.04,0.01,0.026984127,0.0117647059,0.0368421053,0.0761904762,0.0052631579,0.0512195122,0.032,0.0526315789,0.1
18,0.0416666667,0.115,0.0611111111,0.1235294118,0.0285714286,0.1771084337,0.080952381,0.04,0.025,0.0283018868,0.1479166667,0.0510638298,0.1132075472,0.0404255319,0.03,0.0333333333,0.01,0.0317460317,0.0117647059,0.0421052632,0.0841269841,0.0052631579,0.0487804878,0.028,0.0614035088,0.1103448276
19,0.0375,0.12,0.0666666667,0.1470588235,0.0238095238,0.1963855422,0.0968253968,0.06,0.0321428571,0.0339622642,0.1708333333,0.0553191489,0.1226415094,0.0489361702,0.03,0.0466666667,0.01,0.0396825397,0.0117647059,0.0421052632,0.0920634921,0.0078947368,0.0536585366,0.04,0.0649122807,0.1172413793
20,0.0375,0.105,0.0833333333,0.1529411765,0.0380952381,0.2265060241,0.1063492063,0.06,0.0321428571,0.0339622642,0.2083333333,0.0489361702,0.1433962264,0.0617021277,0.06,0.0466666667,0.02,0.0492063492,0.0176470588,0.0526315789,0.1063492063,0.0157894737,0.0634146341,0.04,0.0701754386,0.1206896552
21,0.0416666667,0.09,0.0944444444,0.1764705882,0.0333333333,0.2481927711,0.1158730159,0.06,0.0357142857,0.0377358491,0.23125,0.0531914894,0.1547169811,0.0765957447,0.09,0.0466666667,0.03,0.053968254,0.0235294118,0.0578947368,0.119047619,0.0210526316,0.0780487805,0.04,0.0701754386,0.1275862069
22,0.0416666667,0.11,0.0888888889,0.2176470588,0.0523809524,0.2807228916,0.1238095238,0.04,0.0535714286,0.0396226415,0.25,0.0489361702,0.1679245283,0.1042553191,0.1,0.0466666667,0.04,0.0587301587,0.0411764706,0.0526315789,0.1206349206,0.0236842105,0.0804878049,0.048,0.0719298246,0.1413793103
23,0.0458333333,0.11,0.0833333333,0.2176470588,0.0571428571,0.3156626506,0.1317460317,0.04,0.0642857143,0.041509434,0.2875,0.0617021277,0.1754716981,0.129787234,0.1,0.0533333333,0.04,0.0761904762,0.0352941176,0.0526315789,0.1301587302,0.0236842105,0.087804878,0.056,0.0684210526,0.1551724138
24,0.0541666667,0.13,0.1,0.2235294118,0.0761904762,0.3457831325,0.1396825397,0.04,0.075,0.0452830189,0.3145833333,0.070212766,0.1924528302,0.1553191489,0.11,0.06,0.05,0.0888888889,0.0529411765,0.0684210526,0.1301587302,0.0263157895,0.0780487805,0.056,0.0684210526,0.1413793103
25,0.0541666667,0.13,0.1055555556,0.2411764706,0.0857142857,0.3795180723,0.1444444444,0.06,0.0821428571,0.0452830189,0.3354166667,0.0744680851,0.2132075472,0.1787234043,0.13,0.04,0.06,0.1015873016,0.0764705882,0.0578947368,0.1253968254,0.0289473684,0.1,0.056,0.0649122807,0.1620689655
26,0.0541666667,0.135,0.1,0.2529411765,0.0857142857,0.4024096386,0.1571428571,0.04,0.1071428571,0.0452830189,0.3520833333,0.0787234043,0.241509434,0.2191489362,0.14,0.0533333333,0.08,0.1174603175,0.1058823529,0.0789473684,0.1301587302,0.0368421053,0.1048780488,0.056,0.0596491228,0.1724137931
27,0.0666666667,0.145,0.1111111111,0.2647058824,0.1095238095,0.4397590361,0.1619047619,0.04,0.1214285714,0.041509434,0.3625,0.0808510638,0.2471698113,0.2361702128,0.17,0.0866666667,0.08,0.1253968254,0.1235294118,0.0894736842,0.1349206349,0.0447368421,0.1097560976,0.068,0.0596491228,0.1689655172
28,0.0541666667,0.14,0.1,0.2941176471,0.0952380952,0.465060241,0.1698412698,0.04,0.1357142857,0.041509434,0.3833333333,0.0893617021,0.2528301887,0.2723404255,0.18,0.0933333333,0.09,0.1380952381,0.1352941176,0.1052631579,0.1317460317,0.0473684211,0.1341463415,0.088,0.0543859649,0.175862069
29,0.0541666667,0.15,0.1055555556,0.3176470588,0.1047619048,0.4915662651,0.1761904762,0.02,0.1428571429,0.0452830189,0.4104166667,0.1,0.2679245283,0.329787234,0.2,0.1066666667,0.12,0.153968254,0.1705882353,0.1052631579,0.1380952381,0.0447368421,0.1536585366,0.08,0.0614035088,0.1724137931
30,0.0625,0.155,0.1166666667,0.3294117647,0.1095238095,0.5036144578,0.1841269841,0.06,0.1535714286,0.0528301887,0.4125,0.1085106383,0.2830188679,0.3723404255,0.18,0.1066666667,0.11,0.180952381,0.1647058824,0.1052631579,0.1444444444,0.05,0.1658536585,0.092,0.0614035088,0.1724137931
31,0.0625,0.175,0.1055555556,0.3411764706,0.1238095238,0.5289156627,0.173015873,0.1,0.1535714286,0.0566037736,0.4458333333,0.114893617,0.3037735849,0.429787234,0.15,0.1133333333,0.13,0.1936507937,0.1764705882,0.1052631579,0.1523809524,0.0447368421,0.1731707317,0.108,0.0649122807,0.175862069
32,0.0666666667,0.16,0.1055555556,0.3529411765,0.1142857143,0.5614457831,0.1761904762,0.1,0.15,0.0641509434,0.4729166667,0.129787234,0.3188679245,0.4617021277,0.16,0.1133333333,0.13,0.2158730159,0.1764705882,0.1157894737,0.1571428571,0.0473684211,0.187804878,0.112,0.0771929825,0.1655172414
33,0.0666666667,0.195,0.1166666667,0.3823529412,0.119047619,0.5771084337,0.180952381,0.14,0.1678571429,0.0754716981,0.475,0.1446808511,0.3547169811,0.5063829787,0.17,0.1,0.12,0.226984127,0.1823529412,0.1315789474,0.173015873,0.0552631579,0.2195121951,0.104,0.0859649123,0.175862069
34,0.0583333333,0.185,0.1,0.4058823529,0.119047619,0.6072289157,0.1793650794,0.16,0.1821428571,0.0830188679,0.4895833333,0.1468085106,0.3735849057,0.5468085106,0.22,0.1066666667,0.12,0.2365079365,0.2058823529,0.1315789474,0.1841269841,0.0657894737,0.2463414634,0.116,0.0894736842,0.1896551724
35,0.0625,0.185,0.1055555556,0.4117647059,0.1142857143,0.6036144578,0.1920634921,0.14,0.2035714286,0.0849056604,0.53125,0.1425531915,0.3773584906,0.5914893617,0.2,0.1333333333,0.11,0.246031746,0.2117647059,0.1421052632,0.2,0.0868421053,0.2634146341,0.132,0.0929824561,0.1931034483
36,0.0625,0.205,0.1277777778,0.4529411765,0.1333333333,0.6240963855,0.2,0.16,0.2,0.1056603774,0.5416666667,0.1531914894,0.3867924528,0.6468085106,0.21,0.1466666667,0.11,0.2571428571,0.2,0.1210526316,0.2095238095,0.0894736842,0.2658536585,0.136,0.1052631579,0.1896551724
37,0.075,0.205,0.1166666667,0.4823529412,0.1380952381,0.6337349398,0.2,0.16,0.2214285714,0.120754717,0.5541666667,0.1617021277,0.4,0.6893617021,0.2,0.1266666667,0.11,0.2904761905,0.1941176471,0.1315789474,0.226984127,0.0947368421,0.2902439024,0.132,0.1245614035,0.2
38,0.075,0.21,0.1166666667,0.4941176471,0.1571428571,0.6493975904,0.2031746032,0.2,0.2571428571,0.1264150943,0.58125,0.1638297872,0.4264150943,0.6914893617,0.21,0.1333333333,0.1,0.2968253968,0.2235294118,0.1368421053,0.2444444444,0.1078947368,0.2975609756,0.12,0.1543859649,0.2034482759
39,0.0958333333,0.2,0.1333333333,0.4941176471,0.1904761905,0.6614457831,0.2095238095,0.2,0.275,0.1452830189,0.5791666667,0.170212766,0.4169811321,0.6936170213,0.21,0.12,0.08,0.3111111111,0.2,0.1315789474,0.2650793651,0.1157894737,0.2926829268,0.128,0.1596491228,0.2206896552
40,0.0916666667,0.22,0.1111111111,0.5235294118,0.2095238095,0.6915662651,0.2095238095,0.18,0.2892857143,0.1547169811,0.6,0.1787234043,0.4150943396,0.7212765957,0.23,0.1133333333,0.1,0.3047619048,0.2117647059,0.1473684211,0.2746031746,0.1131578947,0.3024390244,0.112,0.1771929825,0.2413793103
41,0.1041666667,0.22,0.1166666667,0.5235294118,0.2285714286,0.6975903614,0.2253968254,0.18,0.3321428571,0.1641509434,0.59375,0.1914893617,0.4094339623,0.7212765957,0.24,0.1266666667,0.07,0.326984127,0.2235294118,0.1842105263,0.3,0.1210526316,0.3,0.104,0.1947368421,0.2655172414
42,0.1208333333,0.255,0.1277777778,0.5117647059,0.2333333333,0.6951807229,0.2349206349,0.18,0.3357142857,0.1603773585,0.6125,0.2063829787,0.4377358491,0.7468085106,0.24,0.1466666667,0.09,0.3349206349,0.2470588235,0.1947368421,0.3206349206,0.1394736842,0.3024390244,0.112,0.2087719298,0.275862069
43,0.1458333333,0.24,0.1777777778,0.5176470588,0.2523809524,0.7012048193,0.2396825397,0.14,0.3571428571,0.1773584906,0.6229166667,0.1978723404,0.4264150943,0.7531914894,0.24,0.16,0.11,0.3650793651,0.2764705882,0.1894736842,0.3238095238,0.1526315789,0.3048780488,0.124,0.2263157895,0.2827586207
44,0.1583333333,0.26,0.1833333333,0.5117647059,0.2619047619,0.7024096386,0.253968254,0.16,0.3785714286,0.1849056604,0.6541666667,0.2085106383,0.4301886792,0.7574468085,0.2,0.1533333333,0.12,0.3841269841,0.2647058824,0.2052631579,0.3476190476,0.1447368421,0.3073170732,0.132,0.2368421053,0.2965517241
45,0.1708333333,0.26,0.1888888889,0.5411764706,0.2952380952,0.7253012048,0.2587301587,0.16,0.3964285714,0.2,0.6541666667,0.2191489362,0.4471698113,0.7595744681,0.24,0.14,0.13,0.3920634921,0.2647058824,0.2210526316,0.3619047619,0.1289473684,0.3048780488,0.132,0.2596491228,0.2931034483
46,0.1875,0.25,0.1888888889,0.5117647059,0.3238095238,0.7445783133,0.2603174603,0.16,0.4285714286,0.2018867925,0.6708333333,0.2234042553,0.441509434,0.7276595745,0.25,0.1133333333,0.12,0.4015873016,0.2823529412,0.2526315789,0.3714285714,0.1368421053,0.3195121951,0.124,0.2666666667,0.3034482759
47,0.175,0.265,0.1944444444,0.5058823529,0.3380952381,0.7626506024,0.273015873,0.16,0.4714285714,0.2094339623,0.6895833333,0.2319148936,0.4622641509,0.7361702128,0.23,0.1333333333,0.12,0.4047619048,0.3,0.2631578947,0.3634920635,0.1605263158,0.3317073171,0.144,0.2877192982,0.2965517241
48,0.1875,0.295,0.2,0.5235294118,0.3428571429,0.7843373494,0.2777777778,0.12,0.4535714286,0.2264150943,0.6916666667,0.2574468085,0.4754716981,0.7531914894,0.24,0.1333333333,0.14,0.4174603175,0.3058823529,0.2578947368,0.3698412698,0.1736842105,0.3487804878,0.168,0.2894736842,0.3172413793
49,0.2,0.32,0.1777777778,0.5529411765,0.3666666667,0.7975903614,0.280952381,0.12,0.4571428571,0.2188679245,0.7041666667,0.2744680851,0.5094339623,0.7446808511,0.29,0.1533333333,0.2,0.4253968254,0.3294117647,0.2578947368,0.3634920635,0.1973684211,0.3731707317,0.18,0.3245614035,0.3448275862
50,0.2125,0.33,0.1888888889,0.5529411765,0.3666666667,0.8180722892,0.2920634921,0.1,0.4821428571,0.2320754717,0.7208333333,0.2744680851,0.5188679245,0.7319148936,0.28,0.1666666667,0.19,0.4476190476,0.3411764706,0.2421052632,0.3761904762,0.2026315789,0.3780487805,0.192,0.3421052632,0.3379310345
51,0.2041666667,0.345,0.2111111111,0.5588235294,0.3857142857,0.8421686747,0.2936507937,0.08,0.4571428571,0.2528301887,0.76875,0.285106383,0.5377358491,0.7382978723,0.34,0.1666666667,0.19,0.4603174603,0.3411764706,0.2263157895,0.3761904762,0.2105263158,0.4024390244,0.196,0.3649122807,0.3275862069
52,0.2041666667,0.335,0.2166666667,0.5352941176,0.4047619048,0.8554216867,0.2968253968,0.12,0.4928571429,0.2962264151,0.7604166667,0.2829787234,0.5188679245,0.7042553191,0.35,0.16,0.17,0.4825396825,0.3,0.2157894737,0.3873015873,0.2105263158,0.4024390244,0.192,0.3719298246,0.3413793103
53,0.2125,0.35,0.1888888889,0.5705882353,0.4047619048,0.8602409639,0.3079365079,0.12,0.5071428571,0.3,0.7708333333,0.3021276596,0.5188679245,0.7085106383,0.37,0.1733333333,0.17,0.4698412698,0.3117647059,0.2210526316,0.380952381,0.2263157895,0.4048780488,0.208,0.3842105263,0.3448275862
54,0.2291666667,0.34,0.1833333333,0.5823529412,0.3952380952,0.8578313253,0.3015873016,0.08,0.5285714286,0.3094339623,0.7625,0.3063829787,0.5264150943,0.7021276596,0.38,0.1733333333,0.17,0.4746031746,0.3176470588,0.2105263158,0.3777777778,0.2473684211,0.4268292683,0.204,0.4105263158,0.3379310345
55,0.2333333333,0.37,0.1833333333,0.5705882353,0.3952380952,0.865060241,0.2904761905,0.08,0.55,0.3358490566,0.76875,0.3085106383,0.5132075472,0.6659574468,0.39,0.1866666667,0.18,0.5,0.3117647059,0.2263157895,0.380952381,0.2763157895,0.4341463415,0.2,0.4298245614,0.3517241379
56,0.225,0.375,0.2,0.5588235294,0.380952381,0.8554216867,0.2888888889,0.06,0.55,0.3509433962,0.7791666667,0.3191489362,0.5339622642,0.6659574468,0.41,0.2133333333,0.18,0.519047619,0.3117647059,0.1947368421,0.3761904762,0.2947368421,0.4317073171,0.208,0.4526315789,0.3620689655
57,0.2416666667,0.385,0.1944444444,0.5647058824,0.3523809524,0.8457831325,0.3063492063,0.12,0.55,0.3698113208,0.76875,0.3255319149,0.5377358491,0.6595744681,0.46,0.2133333333,0.21,0.526984127,0.3176470588,0.1947368421,0.3984126984,0.3026315789,0.4487804878,0.192,0.4526315789,0.3896551724
58,0.2791666667,0.395,0.2388888889,0.5764705882,0.3523809524,0.8457831325,0.3476190476,0.14,0.5642857143,0.3981132075,0.7583333333,0.3276595745,0.5264150943,0.6553191489,0.49,0.24,0.23,0.5587301587,0.2941176471,0.1842105263,0.4047619048,0.3105263158,0.443902439,0.18,0.4701754386,0.3793103448
59,0.2791666667,0.38,0.2722222222,0.5352941176,0.3095238095,0.8337349398,0.3492063492,0.18,0.5892857143,0.4226415094,0.7625,0.329787234,0.5226415094,0.6404255319,0.48,0.26,0.19,0.5746031746,0.2823529412,0.2157894737,0.4174603175,0.3052631579,0.4317073171,0.208,0.4789473684,0.3689655172
60,0.2666666667,0.425,0.2944444444,0.5058823529,0.3095238095,0.821686747,0.353968254,0.2,0.5892857143,0.4433962264,0.73125,0.3382978723,0.520754717,0.6382978723,0.5,0.2733333333,0.19,0.6031746032,0.3117647059,0.2421052632,0.4158730159,0.3210526316,0.4170731707,0.22,0.4929824561,0.3724137931
61,0.2958333333,0.44,0.2833333333,0.4941176471,0.280952381,0.8072289157,0.373015873,0.24,0.6392857143,0.4622641509,0.6979166667,0.3489361702,0.5264150943,0.6127659574,0.48,0.3,0.22,0.6158730159,0.3647058824,0.2578947368,0.4126984127,0.3605263158,0.4195121951,0.228,0.5140350877,0.3931034483
62,0.3041666667,0.45,0.3166666667,0.5294117647,0.280952381,0.813253012,0.3777777778,0.22,0.6464285714,0.458490566,0.7020833333,0.3531914894,0.5358490566,0.6085106383,0.46,0.3466666667,0.24,0.6396825397,0.3882352941,0.3210526316,0.4222222222,0.3763157895,0.4487804878,0.236,0.5421052632,0.4
63,0.2916666667,0.45,0.3166666667,0.4764705882,0.3142857143,0.8204819277,0.373015873,0.24,0.6285714286,0.4698113208,0.7,0.3574468085,0.5622641509,0.5978723404,0.44,0.36,0.23,0.6555555556,0.3588235294,0.3315789474,0.4444444444,0.3921052632,0.4414634146,0.228,0.5526315789,0.3896551724
64,0.3208333333,0.475,0.3944444444,0.4882352941,0.3428571429,0.8228915663,0.380952381,0.26,0.625,0.5037735849,0.7166666667,0.3574468085,0.5547169811,0.570212766,0.46,0.3733333333,0.26,0.6698412698,0.3470588235,0.3315789474,0.4571428571,0.4210526316,0.4682926829,0.236,0.5754385965,0.4
65,0.3375,0.485,0.4222222222,0.4882352941,0.3380952381,0.8277108434,0.4047619048,0.28,0.625,0.5150943396,0.6979166667,0.3659574468,0.579245283,0.5659574468,0.44,0.3933333333,0.28,0.6682539683,0.3529411765,0.3157894737,0.4666666667,0.4289473684,0.4780487805,0.26,0.5824561404,0.3862068966
66,0.3625,0.505,0.4111111111,0.4941176471,0.3571428571,0.8277108434,0.4126984127,0.36,0.6392857143,0.5320754717,0.6791666667,0.3595744681,0.5716981132,0.5468085106,0.44,0.38,0.31,0.6793650794,0.3588235294,0.3421052632,0.5047619048,0.4447368421,0.5292682927,0.28,0.601754386,0.3896551724
67,0.3791666667,0.505,0.4222222222,0.5176470588,0.3714285714,0.8180722892,0.3968253968,0.3,0.6142857143,0.5566037736,0.6916666667,0.3553191489,0.5509433962,0.5127659574,0.43,0.3866666667,0.3,0.7,0.3352941176,0.3578947368,0.4984126984,0.4684210526,0.5268292683,0.308,0.6368421053,0.3793103448
68,0.3583333333,0.505,0.4333333333,0.4705882353,0.3857142857,0.786746988,0.380952381,0.3,0.625,0.5886792453,0.6833333333,0.3531914894,0.5622641509,0.4829787234,0.42,0.4,0.3,0.6904761905,0.3588235294,0.3631578947,0.5174603175,0.4763157895,0.5268292683,0.336,0.6649122807,0.3896551724
69,0.35,0.58,0.4333333333,0.5,0.4142857143,0.7927710843,0.3857142857,0.26,0.6428571429,0.6094339623,0.6875,0.3680851064,0.5603773585,0.4744680851,0.37,0.3866666667,0.28,0.7142857143,0.3823529412,0.3526315789,0.5396825397,0.4973684211,0.556097561,0.3,0.6771929825,0.4034482759
70,0.3708333333,0.545,0.4555555556,0.5588235294,0.4,0.7734939759,0.4031746032,0.26,0.6785714286,0.6339622642,0.6833333333,0.3787234043,0.5773584906,0.4425531915,0.33,0.4,0.32,0.719047619,0.3588235294,0.3315789474,0.5698412698,0.5368421053,0.5951219512,0.312,0.6842105263,0.4103448276
71,0.35,0.515,0.4833333333,0.5588235294,0.4142857143,0.7795180723,0.4301587302,0.22,0.6571428571,0.6377358491,0.7,0.3744680851,0.5830188679,0.4276595745,0.32,0.4066666667,0.34,0.7333333333,0.3,0.3157894737,0.5841269841,0.5447368421,0.5926829268,0.336,0.6807017544,0.4172413793
72,0.3583333333,0.53,0.4944444444,0.5294117647,0.419047619,0.7710843373,0.4571428571,0.24,0.6357142857,0.6547169811,0.6791666667,0.3744680851,0.5849056604,0.4127659574,0.38,0.3733333333,0.34,0.7492063492,0.3,0.2736842105,0.5888888889,0.5736842105,0.5829268293,0.332,0.6824561404,0.4206896552
73,0.3916666667,0.56,0.4944444444,0.5411764706,0.3952380952,0.7469879518,0.4825396825,0.26,0.6178571429,0.679245283,0.6729166667,0.3659574468,0.5886792453,0.3808510638,0.41,0.3733333333,0.37,0.7698412698,0.3352941176,0.2736842105,0.5984126984,0.5894736842,0.5975609756,0.332,0.6877192982,0.4206896552
74,0.3625,0.555,0.4555555556,0.5176470588,0.380952381,0.743373494,0.4952380952,0.24,0.6071428571,0.7037735849,0.6604166667,0.3829787234,0.6150943396,0.3723404255,0.39,0.38,0.35,0.7682539683,0.3176470588,0.3105263158,0.6,0.5868421053,0.587804878,0.336,0.7192982456,0.4344827586
75,0.3708333333,0.56,0.4555555556,0.5,0.3714285714,0.7373493976,0.5047619048,0.24,0.5714285714,0.7150943396,0.6666666667,0.385106383,0.6264150943,0.3617021277,0.4,0.36,0.34,0.7873015873,0.3235294118,0.3105263158,0.6142857143,0.6421052632,0.5975609756,0.36,0.7192982456,0.4724137931
76,0.3375,0.565,0.4833333333,0.5,0.3952380952,0.7253012048,0.526984127,0.16,0.5464285714,0.7169811321,0.6770833333,0.3893617021,0.6339622642,0.3638297872,0.39,0.3933333333,0.33,0.7984126984,0.3058823529,0.3105263158,0.619047619,0.6526315789,0.5756097561,0.352,0.7105263158,0.4551724138
77,0.3166666667,0.59,0.5111111111,0.4823529412,0.4238095238,0.7228915663,0.5476190476,0.2,0.5321428571,0.7056603774,0.68125,0.4021276596,0.658490566,0.3659574468,0.38,0.3866666667,0.35,0.8238095238,0.3352941176,0.2947368421,0.6619047619,0.6631578947,0.5658536585,0.324,0.6912280702,0.4413793103
78,0.3291666667,0.59,0.4833333333,0.5176470588,0.4238095238,0.7373493976,0.5571428571,0.18,0.5321428571,0.7113207547,0.6770833333,0.3893617021,0.6660377358,0.3617021277,0.36,0.3533333333,0.33,0.8253968254,0.3294117647,0.3105263158,0.6857142857,0.6710526316,0.5609756098,0.336,0.6561403509,0.4413793103
79,0.3541666667,0.55,0.4666666667,0.4941176471,0.4428571429,0.7301204819,0.573015873,0.22,0.5,0.6981132075,0.6729166667,0.3744680851,0.6867924528,0.3531914894,0.4,0.4,0.36,0.8349206349,0.3294117647,0.3210526316,0.6968253968,0.6973684211,0.5609756098,0.376,0.6473684211,0.424137931
80,0.35,0.565,0.4555555556,0.4529411765,0.4761904762,0.7457831325,0.5634920635,0.2,0.4714285714,0.6981132075,0.68125,0.385106383,0.6849056604,0.3553191489,0.43,0.3866666667,0.35,0.8317460317,0.3411764706,0.3263157895,0.6682539683,0.7026315789,0.5341463415,0.388,0.6543859649,0.4172413793
81,0.3708333333,0.595,0.4833333333,0.4764705882,0.4666666667,0.7385542169,0.5285714286,0.18,0.5035714286,0.7094339623,0.66875,0.3787234043,0.7037735849,0.3510638298,0.41,0.3666666667,0.33,0.819047619,0.3941176471,0.3368421053,0.6777777778,0.6894736842,0.5414634146,0.36,0.6438596491,0.4034482759
82,0.3708333333,0.595,0.4777777778,0.5,0.4666666667,0.7277108434,0.5253968254,0.14,0.5142857143,0.7113207547,0.6729166667,0.4127659574,0.7018867925,0.3404255319,0.37,0.38,0.31,0.8031746032,0.4176470588,0.3315789474,0.6904761905,0.6736842105,0.5682926829,0.384,0.6473684211,0.4068965517
83,0.3458333333,0.585,0.5111111111,0.4823529412,0.4619047619,0.743373494,0.5111111111,0.12,0.5464285714,0.7018867925,0.70625,0.4234042553,0.6867924528,0.3404255319,0.35,0.38,0.27,0.7857142857,0.3941176471,0.3578947368,0.6952380952,0.6736842105,0.587804878,0.392,0.6578947368,0.424137931
84,0.3791666667,0.585,0.5166666667,0.4823529412,0.4761904762,0.7530120482,0.5047619048,0.16,0.5464285714,0.6867924528,0.7,0.4170212766,0.679245283,0.3382978723,0.38,0.36,0.25,0.8063492063,0.4235294118,0.3157894737,0.6936507937,0.7052631579,0.5707317073,0.412,0.6315789474,0.4
85,0.4,0.595,0.5444444444,0.4823529412,0.4904761905,0.7518072289,0.4984126984,0.14,0.6107142857,0.6849056604,0.7104166667,0.4489361702,0.6811320755,0.3340425532,0.36,0.4,0.22,0.8015873016,0.4235294118,0.3210526316,0.6888888889,0.6552631579,0.5634146341,0.388,0.650877193,0.3931034483
86,0.4375,0.6,0.5611111111,0.4647058824,0.4666666667,0.765060241,0.4873015873,0.14,0.6178571429,0.6924528302,0.7020833333,0.4808510638,0.7037735849,0.3042553191,0.38,0.3933333333,0.21,0.8047619048,0.4176470588,0.3105263158,0.6920634921,0.6736842105,0.556097561,0.412,0.6473684211,0.4275862069
87,0.4666666667,0.59,0.5444444444,0.4764705882,0.4761904762,0.7542168675,0.4841269841,0.12,0.6321428571,0.7113207547,0.6916666667,0.4914893617,0.6962264151,0.2936170213,0.36,0.38,0.19,0.7936507937,0.4117647059,0.3157894737,0.673015873,0.6447368421,0.5682926829,0.436,0.650877193,0.4482758621
88,0.4666666667,0.56,0.5444444444,0.4588235294,0.5,0.7457831325,0.4714285714,0.12,0.6428571429,0.7037735849,0.7,0.5255319149,0.6811320755,0.3,0.38,0.4066666667,0.22,0.8126984127,0.4,0.3315789474,0.6666666667,0.6631578947,0.5902439024,0.42,0.6719298246,0.4379310345
